species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,inbreeding_state,sampled_by,isolated_by,sampling_date,sampling_date_comments,notes,set,issues,issue_notes,isotype_ref_strain,wgs_seq
Caenorhabditis elegans,test cross,QG4014,,S-5185.6,,QG,-27.9260361111111,153.192219444444,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,23.2,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4015,,S-5186.1,,QG,-27.9239472222222,153.193633333333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4016,,S-5186.2,,QG,-27.9239472222222,153.193633333333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4017,,S-5186.3,,QG,-27.9239472222222,153.193633333333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4018,,S-5186.4,,QG,-27.9239472222222,153.193633333333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4019,,S-5186.5,,QG,-27.9239472222222,153.193633333333,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4021,,S-5187.2,,QG,-27.9242277777778,153.193816666667,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.6,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4076,,S-5363.1,,QG,-24.413384700001,151.039345899998,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-25,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4077,,S-5363.2,,QG,-24.413384700001,151.039345899998,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-25,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4078,,S-5363.3,,QG,-24.413384700001,151.039345899998,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-25,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4079,,S-5363.5,,QG,-24.413384700001,151.039345899998,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-25,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4080,,S-5363.6,,QG,-24.413384700001,151.039345899998,Forest,Kroombit Tops,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-25,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4103,,S-5421.2,,QG,-21.1448888888889,148.498225,Forest,Eungella,Rotting_nut/pod/seed/fruit,,,,,,,M. Rockman,C. Buchanan,2020-02-24,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4134,,S-5441.1,,QG,-27.9237322,153.1943154,Forest,Tamborine,Vegetal_litter/mix,,22.6,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4135,,S-5441.2,,QG,-27.9237322,153.1943154,Forest,Tamborine,Vegetal_litter/mix,,22.6,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4137,,S-5442.2,,QG,-27.9245815,153.1934664,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.5,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4138,,S-5442.3,,QG,-27.9245815,153.1934664,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.5,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4139,,S-5442.4,,QG,-27.9245815,153.1934664,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.5,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,test cross,QG4151,,S-5447.3,,QG,-27.9187042,153.2051319,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,23.2,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4158,,S-5451.1,,QG,-27.923754,153.193429699998,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4159,,S-5451.2,,QG,-27.923754,153.193429699998,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4160,,S-5451.3,,QG,-27.923754,153.193429699998,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4161,,S-5451.4,,QG,-27.923754,153.193429699998,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,test cross,QG4162,,S-5451.5,,QG,-27.923754,153.193429699998,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4163,,S-5451.6,,QG,-27.923754,153.193429699998,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4166,,S-5456.2,,QG,-27.9200109000019,153.2052136,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.9,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4177,,S-5462.1,,QG,-27.9235782999976,153.194166666667,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.9,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4182,,S-5492.2,,QG,-27.9219111111111,153.1929,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4184,,S-5492.4,,QG,-27.9219111111111,153.1929,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4185,,S-5492.5,,QG,-27.9219111111111,153.1929,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S,QG4186,,S-5492.6,,QG,-27.9219111111111,153.1929,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,test cross,QG4193,,S-5498.1,,QG,-27.9288388888889,153.206330555556,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,test cross,QG4194,,S-5498.2,,QG,-27.9288388888889,153.206330555556,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,,,,,,M. Rockman,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4226,,S-5456.1a,,QG,-27.9200109000019,153.2052136,Forest,Tamborine,Rotting_nut/pod/seed/fruit,,22.9,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
Caenorhabditis elegans,18S and test cross,QG4228,,S-5468.1a,,QG,-28.213456200002,153.272108299999,Forest,Springbrook,Rotting_nut/pod/seed/fruit,,21.3,,,,,E. Andersen,C. Buchanan,2020-02-28,,Fulcrum collection 2020FebruaryAustralia,,,,,
